user_id,ndcg@3,hit@3,ndcg@5,hit@5
2311.0,0.6131471927654584,1,0.6131471927654584,1
2324.0,0.3065735963827292,1,0.3065735963827292,1
2336.0,0.46927872602275644,1,0.3903800499921017,1
2348.0,0.0,0,0.0,0
2359.0,0.0,0,0.0,0
2365.0,0.6131471927654584,1,0.6131471927654584,1
2372.0,0.6131471927654584,1,0.6131471927654584,1
2379.0,0.38685280723454163,1,0.38685280723454163,1
2387.0,0.38685280723454163,1,0.38685280723454163,1
2388.0,0.38685280723454163,1,0.38685280723454163,1
2397.0,0.0,0,0.18154179253735267,1
2400.0,0.3065735963827292,1,0.3065735963827292,1
2404.0,0.46927872602275644,1,0.3903800499921017,1
2416.0,0.2960819109658652,1,0.2960819109658652,1
2418.0,0.0,0,0.15101961822780524,1
2436.0,0.0,0,0.23719771276929622,1
