booking_id,user_id,item_id,session_date,rating
,442,3,,0
609.0,504,2,2024-08-06 00:00:00+00:00,1
1604.0,1513,3,2025-06-30 00:00:00+00:00,1
1690.0,1597,2,2025-08-05 00:00:00+00:00,1
,255,8,,0
1823.0,1706,addon::1,2025-09-27 00:00:00+00:00,1
,507,21,,0
548.0,437,addon::8,2024-07-10 00:00:00+00:00,1
553.0,441,4,2024-07-13 00:00:00+00:00,1
,1076,18,,0
,1517,21,,0
,2185,20,,0
886.0,2332,3,2024-11-05 00:00:00+00:00,1
1862.0,1733,2,2025-10-12 00:00:00+00:00,1
1224.0,1099,addon::7,2025-02-15 00:00:00+00:00,1
1608.0,1517,2,2025-07-02 00:00:00+00:00,1
928.0,833,addon::8,2024-11-17 00:00:00+00:00,1
,897,20,,0
,2277,1,,0
,727,20,,0
,1687,7,,0
,245,5,,0
1160.0,2366,3,2025-01-23 00:00:00+00:00,1
795.0,704,addon::7,2024-10-09 00:00:00+00:00,1
1157.0,1041,3,2025-01-21 00:00:00+00:00,1
,366,1,,0
,1734,1,,0
,1162,20,,0
1779.0,1665,addon::7,2025-09-07 00:00:00+00:00,1
60.0,2084,addon::8,2024-03-19 00:00:00+00:00,1
141.0,1507,2,2024-04-10 00:00:00+00:00,1
,1013,4,,0
,41,17,,0
1598.0,1509,addon::2,2025-06-29 00:00:00+00:00,1
694.0,2305,addon::7,2024-09-07 00:00:00+00:00,1
431.0,308,3,2024-06-13 00:00:00+00:00,1
1671.0,1578,2,2025-07-31 00:00:00+00:00,1
,1381,9,,0
1266.0,1135,addon::8,2025-03-03 00:00:00+00:00,1
382.0,254,2,2024-05-31 00:00:00+00:00,1
,1373,18,,0
1415.0,1321,addon::1,2025-04-28 00:00:00+00:00,1
179.0,2166,addon::8,2024-04-21 00:00:00+00:00,1
25.0,2248,addon::7,2024-03-03 00:00:00+00:00,1
1944.0,2236,1,2025-11-17 00:00:00+00:00,1
921.0,827,addon::7,2024-11-15 00:00:00+00:00,1
,76,2,,0
753.0,664,addon::8,2024-09-27 00:00:00+00:00,1
1952.0,525,2,2025-11-20 00:00:00+00:00,1
,2260,8,,0
,1185,5,,0
1593.0,2412,2,2025-06-26 00:00:00+00:00,1
560.0,448,addon::8,2024-07-14 00:00:00+00:00,1
,304,3,,0
1515.0,1417,addon::7,2025-05-30 00:00:00+00:00,1
748.0,2313,addon::14,2024-09-25 00:00:00+00:00,1
1004.0,736,addon::34,2024-12-15 00:00:00+00:00,1
778.0,685,addon::6,2024-10-05 00:00:00+00:00,1
,328,21,,0
254.0,36,2,2024-05-04 00:00:00+00:00,1
209.0,1015,2,2024-04-27 00:00:00+00:00,1
,2418,5,,0
527.0,411,addon::7,2024-07-04 00:00:00+00:00,1
,2253,1,,0
64.0,2088,3,2024-03-20 00:00:00+00:00,1
621.0,523,2,2024-08-11 00:00:00+00:00,1
1239.0,1115,6,2025-02-23 00:00:00+00:00,1
,332,8,,0
,1287,1,,0
,2075,2,,0
679.0,2302,2,2024-08-30 00:00:00+00:00,1
,2153,9,,0
,736,6,,0
,1711,20,,0
632.0,526,2,2024-08-13 00:00:00+00:00,1
691.0,591,2,2024-09-03 00:00:00+00:00,1
941.0,849,2,2024-11-24 00:00:00+00:00,1
